Error type,qa_session_id,audit_timestamp,corp_id,corp_name,client_id,client_name,client_status,client_url,web_unpaid_desk_num,web_unpaid_mobile_num,web_paid_desk_num,web_paid_mobile_num,db_unpaid_num,db_paid_num,db_show_dest_num,db_paid_product,db_ssl_status,final_url,initial_http_status,final_http_status,final_url_ip,final_url_ns,is_domain_in_yl,is_website_live,is_website_redirected,is_unpaid_desk_match,is_unpaid_mob_match,is_paid_desk_match,is_paid_mob_match,is_paid_ctn_config_proper,is_session_tracking_on,is_https_on,is_https_doable,is_error_free
Check unpaid desktop CTN,20181024051841,2018-10-24 05:27:30,592,Steamatic, Inc.,277588,Steamatic of Omaha Inc.,LIVE,http://steamaticomaha.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticomaha.com/?provider=google,404,404,104.31.74.143,ulla.ns.cloudflare.com.,yes,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:27:47,592,Steamatic, Inc.,277591,Steamatic of Enid,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:28:05,592,Steamatic, Inc.,277593,Steamatic of Southern Middle Tennessee,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:28:22,592,Steamatic, Inc.,277595,Steamatic of Stephenville,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:28:38,592,Steamatic, Inc.,277596,Steamatic of Central Texas,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:28:55,592,Steamatic, Inc.,277601,Steamatic of Brazos Valley,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:29:33,592,Steamatic, Inc.,278007,Steamatic of Riverside,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:30:09,592,Steamatic, Inc.,293636,Steamatic of Rio Grande Valley,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:31:28,592,Steamatic, Inc.,318388,Steamatic Corporate Site,LIVE,http://steamatic.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://www.steamatic.com/?provider=google,301,200,69.160.38.170,ns63.worldnic.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:32:26,592,Steamatic, Inc.,321893,Steamatic of Huntingdon Valley PA,LIVE,http://steamatichv.com,2155445520,2155445520,2155445520,2155445520,2672772707,No DB Paid Number,1,PPC Not Found,0,http://www.steamatichv.net/?provider=google,301,200,184.168.131.233,ns11.domaincontrol.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid desktop CTN,20181024051841,2018-10-24 05:33:02,592,Steamatic, Inc.,322541,Steamatic of Bloomington,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:20:25,592,Steamatic, Inc.,273407,Steamatic of Greater Greenville,LIVE,http://steamaticsc.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://steamaticsc.com/?provider=google,301,200,104.223.110.3,ns2.wsigenesis.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:21:47,592,Steamatic, Inc.,277533,Steamatic of Hot Springs,LIVE,http://steamatichs.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamatichs.com/index.php?provider=google,301,200,208.131.154.117,ns1.westservers.net.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:22:08,592,Steamatic, Inc.,277551,Steamatic of Arkansas Inc.,LIVE,http://steamaticarkansas.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamatichs.com/index.php?provider=google,301,200,208.131.154.117,ns2.westservers.net.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:22:29,592,Steamatic, Inc.,277556,Steamatic of Newport Beach,LIVE,http://steamaticoc.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamaticoc.com/?provider=google,301,200,192.249.115.175,ns1.ocmediaworks.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:24:24,592,Steamatic, Inc.,277559,Steamatic of Connecticut LLC,LIVE,http://steamaticct.com,8883762456,8883762456,8883762456,8883762456,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://steamaticct.com/?provider=google,301,200,162.144.87.29,ns1.drivenlocla.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:24:47,592,Steamatic, Inc.,277560,George Bootsma & Son Steamatic,LIVE,http://steamklean.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamklean.com/?provider=google,200,200,205.178.145.81,ns49.worldnic.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:25:07,592,Steamatic, Inc.,277563,Atlantic Coast Steamatic,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:25:38,592,Steamatic, Inc.,277564,Steamatic of Greater Atlanta,LIVE,http://steamaticatlanta.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticatlanta.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:25:56,592,Steamatic, Inc.,277571,Steamatic of Indianapolis,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:26:17,592,Steamatic, Inc.,277578,Steamatic of Central Kansas,LIVE,http://steamaticofcentralks.com,6206632538,6206632538,6206632538,6206632538,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticofcentralks.com/?provider=google,200,200,107.178.242.45,ns47.domaincontrol.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:26:35,592,Steamatic, Inc.,277580,Steamatic of Central Louisiana,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:26:53,592,Steamatic, Inc.,277581,Steamatic of Greater Portland,LIVE,http://steamaticofgreaterportland.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamaticofgreaterportland.com/?provider=google,301,200,208.43.88.227,ns1.white-directory.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:27:13,592,Steamatic, Inc.,277587,Steamatic of Central Nebraska,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:27:30,592,Steamatic, Inc.,277588,Steamatic of Omaha Inc.,LIVE,http://steamaticomaha.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticomaha.com/?provider=google,404,404,104.31.74.143,ulla.ns.cloudflare.com.,yes,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:27:47,592,Steamatic, Inc.,277591,Steamatic of Enid,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:28:05,592,Steamatic, Inc.,277593,Steamatic of Southern Middle Tennessee,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:28:22,592,Steamatic, Inc.,277595,Steamatic of Stephenville,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:28:38,592,Steamatic, Inc.,277596,Steamatic of Central Texas,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:28:55,592,Steamatic, Inc.,277601,Steamatic of Brazos Valley,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:29:33,592,Steamatic, Inc.,278007,Steamatic of Riverside,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:30:09,592,Steamatic, Inc.,293636,Steamatic of Rio Grande Valley,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:31:28,592,Steamatic, Inc.,318388,Steamatic Corporate Site,LIVE,http://steamatic.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://www.steamatic.com/?provider=google,301,200,69.160.38.170,ns63.worldnic.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:32:26,592,Steamatic, Inc.,321893,Steamatic of Huntingdon Valley PA,LIVE,http://steamatichv.com,2155445520,2155445520,2155445520,2155445520,2672772707,No DB Paid Number,1,PPC Not Found,0,http://www.steamatichv.net/?provider=google,301,200,184.168.131.233,ns11.domaincontrol.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check unpaid mobile CTN,20181024051841,2018-10-24 05:33:02,592,Steamatic, Inc.,322541,Steamatic of Bloomington,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:20:25,592,Steamatic, Inc.,273407,Steamatic of Greater Greenville,LIVE,http://steamaticsc.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://steamaticsc.com/?provider=google,301,200,104.223.110.3,ns2.wsigenesis.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check session tracking code,20181024051841,2018-10-24 05:21:47,592,Steamatic, Inc.,277533,Steamatic of Hot Springs,LIVE,http://steamatichs.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamatichs.com/index.php?provider=google,301,200,208.131.154.117,ns1.westservers.net.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:22:08,592,Steamatic, Inc.,277551,Steamatic of Arkansas Inc.,LIVE,http://steamaticarkansas.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamatichs.com/index.php?provider=google,301,200,208.131.154.117,ns2.westservers.net.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:22:29,592,Steamatic, Inc.,277556,Steamatic of Newport Beach,LIVE,http://steamaticoc.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamaticoc.com/?provider=google,301,200,192.249.115.175,ns1.ocmediaworks.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:24:24,592,Steamatic, Inc.,277559,Steamatic of Connecticut LLC,LIVE,http://steamaticct.com,8883762456,8883762456,8883762456,8883762456,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://steamaticct.com/?provider=google,301,200,162.144.87.29,ns1.drivenlocla.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check session tracking code,20181024051841,2018-10-24 05:24:47,592,Steamatic, Inc.,277560,George Bootsma & Son Steamatic,LIVE,http://steamklean.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamklean.com/?provider=google,200,200,205.178.145.81,ns49.worldnic.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:25:07,592,Steamatic, Inc.,277563,Atlantic Coast Steamatic,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:25:38,592,Steamatic, Inc.,277564,Steamatic of Greater Atlanta,LIVE,http://steamaticatlanta.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticatlanta.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:25:56,592,Steamatic, Inc.,277571,Steamatic of Indianapolis,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:26:17,592,Steamatic, Inc.,277578,Steamatic of Central Kansas,LIVE,http://steamaticofcentralks.com,6206632538,6206632538,6206632538,6206632538,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticofcentralks.com/?provider=google,200,200,107.178.242.45,ns47.domaincontrol.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:26:35,592,Steamatic, Inc.,277580,Steamatic of Central Louisiana,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:26:53,592,Steamatic, Inc.,277581,Steamatic of Greater Portland,LIVE,http://steamaticofgreaterportland.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamaticofgreaterportland.com/?provider=google,301,200,208.43.88.227,ns1.white-directory.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:27:13,592,Steamatic, Inc.,277587,Steamatic of Central Nebraska,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:27:30,592,Steamatic, Inc.,277588,Steamatic of Omaha Inc.,LIVE,http://steamaticomaha.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticomaha.com/?provider=google,404,404,104.31.74.143,ulla.ns.cloudflare.com.,yes,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:27:47,592,Steamatic, Inc.,277591,Steamatic of Enid,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:28:05,592,Steamatic, Inc.,277593,Steamatic of Southern Middle Tennessee,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:28:22,592,Steamatic, Inc.,277595,Steamatic of Stephenville,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:28:38,592,Steamatic, Inc.,277596,Steamatic of Central Texas,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:28:55,592,Steamatic, Inc.,277601,Steamatic of Brazos Valley,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:29:33,592,Steamatic, Inc.,278007,Steamatic of Riverside,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:30:09,592,Steamatic, Inc.,293636,Steamatic of Rio Grande Valley,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:31:28,592,Steamatic, Inc.,318388,Steamatic Corporate Site,LIVE,http://steamatic.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,https://www.steamatic.com/?provider=google,301,200,69.160.38.170,ns63.worldnic.com.,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,
Check session tracking code,20181024051841,2018-10-24 05:32:26,592,Steamatic, Inc.,321893,Steamatic of Huntingdon Valley PA,LIVE,http://steamatichv.com,2155445520,2155445520,2155445520,2155445520,2672772707,No DB Paid Number,1,PPC Not Found,0,http://www.steamatichv.net/?provider=google,301,200,184.168.131.233,ns11.domaincontrol.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check session tracking code,20181024051841,2018-10-24 05:33:02,592,Steamatic, Inc.,322541,Steamatic of Bloomington,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:18:43,592,Steamatic, Inc.,273384,Brouwer Brothers Steamatic,LIVE,http://brouwerbrothers.com,7083772146,7083772146,7088972202,7088972202,7083772146,7088972202,0,PPC Not Found,0,http://www.brouwerbrothers.com/?provider=google,301,200,205.178.153.7,motorhead.easydns.org.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:19:03,592,Steamatic, Inc.,273395,Steamatic of Wichita,LIVE,http://calldougforacleanrug.com,3162521572,3162521572,3163618043,3163618043,3162521572,3163618043,0,PPC Not Found,0,http://www.calldougforacleanrug.com/?provider=google,301,200,205.178.153.7,ns1.att-websites.com.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:19:23,592,Steamatic, Inc.,273397,Steamatic of Grand Forks,LIVE,http://steamaticrrv.com,7012035285,7012035285,7012035285,7012035285,7012035285,No DB Paid Number,0,PPC Not Found,0,http://www.steamaticrrv.com/?provider=google,301,200,205.178.153.7,dns4v6.midco.net.,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:20:05,592,Steamatic, Inc.,273404,Steamatic of Dallas Fort Worth,LIVE,http://steamaticdfw.com,8174067657,8174067657,6827306718,6827306718,8174067657,6827306718,0,PPC Not Found,0,http://www.steamaticdfw.com/?provider=google,301,200,205.178.153.7,ns1.worldwidedns.net.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:20:46,592,Steamatic, Inc.,273408,Steamatic of Southern Nevada,LIVE,http://steamaticlv.com,7026236586,7026236586,7026660829,7026660829,7026236586,7026660829,0,PPC Not Found,0,http://www.steamaticlv.com/?provider=google,301,200,205.178.153.7,dns4.nameresolvers.com.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:21:06,592,Steamatic, Inc.,273410,Steamatic of Central Florida,LIVE,http://steamaticfl.com,3212147463,3212147463,3212147615,3212147615,3212147463,3212147615,0,PPC Not Found,0,http://www.steamaticfl.com/?provider=google,301,200,205.178.153.7,ns23.domaincontrol.com.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:21:25,592,Steamatic, Inc.,276458,Steamatic of Colorado Springs,LIVE,http://cleancolorado.com,7194283337,7194283337,7199003799,7199003799,7194283337,7199003799,0,PPC Not Found,0,http://www.cleancolorado.com/?provider=google,301,200,205.178.153.7,ns01.domaincontrol.com.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:21:47,592,Steamatic, Inc.,277533,Steamatic of Hot Springs,LIVE,http://steamatichs.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamatichs.com/index.php?provider=google,301,200,208.131.154.117,ns1.westservers.net.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:22:08,592,Steamatic, Inc.,277551,Steamatic of Arkansas Inc.,LIVE,http://steamaticarkansas.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamatichs.com/index.php?provider=google,301,200,208.131.154.117,ns2.westservers.net.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:22:29,592,Steamatic, Inc.,277556,Steamatic of Newport Beach,LIVE,http://steamaticoc.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamaticoc.com/?provider=google,301,200,192.249.115.175,ns1.ocmediaworks.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:24:05,592,Steamatic, Inc.,277557,Steamatic of San Fernando Valley,LIVE,http://steamaticsfv.com,7472242650,7472242650,7472022547,7472022547,7472242650,7472022547,0,PPC Not Found,0,http://www.steamaticsfv.com/?provider=google,301,200,205.178.153.7,ns51.domaincontrol.com.,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:24:47,592,Steamatic, Inc.,277560,George Bootsma & Son Steamatic,LIVE,http://steamklean.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamklean.com/?provider=google,200,200,205.178.145.81,ns49.worldnic.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:25:07,592,Steamatic, Inc.,277563,Atlantic Coast Steamatic,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:25:38,592,Steamatic, Inc.,277564,Steamatic of Greater Atlanta,LIVE,http://steamaticatlanta.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticatlanta.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:25:56,592,Steamatic, Inc.,277571,Steamatic of Indianapolis,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:26:17,592,Steamatic, Inc.,277578,Steamatic of Central Kansas,LIVE,http://steamaticofcentralks.com,6206632538,6206632538,6206632538,6206632538,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://steamaticofcentralks.com/?provider=google,200,200,107.178.242.45,ns47.domaincontrol.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:26:35,592,Steamatic, Inc.,277580,Steamatic of Central Louisiana,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:26:53,592,Steamatic, Inc.,277581,Steamatic of Greater Portland,LIVE,http://steamaticofgreaterportland.com,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,0,http://www.steamaticofgreaterportland.com/?provider=google,301,200,208.43.88.227,ns1.white-directory.com.,yes,yes,yes,no,no,no,no,yes,no,no,no,no,
Check if SSL is enabled,20181024051841,2018-10-24 05:27:13,592,Steamatic, Inc.,277587,Steamatic of Central Nebraska,LIVE,http://None,0,0,0,0,No DB Unpaid Number,No DB Paid Number,false,PPC Not Found,None,http://none/?provider=google,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,
